#,Squadra,Giocate,Min,Totale,Media,40 Min
570,"(2001) 
Coop Nordest Trieste",36,7250,2945,77.9,77.9
571,"(2001) 
Müller Verona",36,7225,2974,75.1,75.1
572,"(2000) 
Lineltex Imola",34,6900,3102,73.7,73.7
573,"(1989) 
Irge Desio",30,6075,3291,72.9,72.9
574,"(1995) 
Illycaffe' Trieste",32,6425,2896,72.1,72.1
575,"(1992) 
Phonola Caserta",30,6075,2562,72.5,72.5
576,"(1989) 
Il Messaggero Roma",30,6025,2651,74.2,74.2
577,"(2005) 
Climamio Bologna",34,6875,2650,70.9,70.9
578,"(1989) 
Phonola Caserta",30,6050,2748,73.8,73.8
579,"(2003) 
Skipper Bologna",34,6770,2730,75,75
580,"(1992) 
Bialetti Montecatini",30,6075,2510,76.9,76.9
581,"(1999) 
Lineltex Imola",30,6025,2490,74.5,74.5
582,"(1988) 
Snaidero Caserta",30,6000,2799,76.8,76.8
583,"(2002) 
Lauretana Biella",34,6950,2685,73.1,73.1
584,"(2000) 
Müller Verona",34,6850,3123,75,75
585,"(1993) 
C. Campeginese R.Emilia",30,6075,2673,75.8,75.8
586,"(2000) 
Poliform Cantu'",34,6900,2812,71.5,71.5
587,"(1994) 
Birex Verona",32,6450,2620,76.3,76.3
588,"(1994) 
Meta System R.Emilia",32,6450,2867,80.9,80.9
589,"(1993) 
Onyx Caserta",30,6000,2816,76.5,76.5
590,"(1994) 
Filodoro Bologna",32,6475,2555,78.6,78.6
591,"(2001) 
Fillattice Imola",36,7325,2956,71.3,71.3
592,"(2004) 
Snaidero Cucine Udine",34,6825,2834,72.9,72.9
593,"(2001) 
Metis Varese",36,7200,3149,72.4,72.4
594,"(1990) 
Stefanel Trieste",30,6050,2504,75.3,75.3
